uuid,kode_identitas,kabkot
04ed0069-c324-42ca-b5f4-e9db5b97b0dc,"7201061008000200 - NONBKU - 1",7201
b8482f0f-28b6-450a-a43f-ae0bb8d41527,"7201061008000200 - NONBKU - 5",7201
fb10daf2-7496-47d3-8ad8-f2c9129e39b4,"7201061008000200 - NONBKU - 2",7201
56903308-3a71-4898-a612-5d636f6acab7,"7201061008000200 - NONBKU - 6",7201
da332111-98b5-4637-9dc0-a472c9d308bf,"7201061008000200 - NONBKU - 7",7201
48960352-62dc-42af-ba52-e93b4fc407b9,"7201061008000100 - NONBKU - 2",7201
2d481b6f-d3ec-47bb-9a6a-4e6effb56863,"7201061008000100 - NONBKU - 1",7201
b3330acc-bc5c-4770-b457-c967fde279bf,"7201061008000100 - NONBKU - 3",7201
8f924970-b10c-4dfc-a26b-dd29d147b844,"7201061008000300 - NONBKU - 5",7201
26a7490b-0c72-45a7-bb38-dc13ea5773e3,"7201061008000300 - NONBKU - 3",7201
3e996df7-fb52-49fc-a6a9-b464544c04ef,"7201030015000200 - NONBKU - 4",7201
8a774012-a925-4000-9233-0c4c19398760,"7201030015000200 - NONBKU - 3",7201
05f7c88d-a603-4ab7-b257-d20f531b1bf6,"7201030015000100 - NONBKU - 1",7201
2aab6ca6-efff-47d4-a7b0-0c749a04109e,"7201030015000500 - NONBKU - 4",7201
d5f47cfb-8dff-4b20-af38-d3400abc2376,"7201030015000500 - NONBKU - 1",7201
7790659b-f5e3-4828-96f5-61148b5da3d8,"7201030015000500 - NONBKU - 3",7201
97f7a5c7-0626-49c0-9086-247c404d258f,"7201030015000500 - NONBKU - 2",7201
17cd2900-ccba-40c4-ab6c-e67921326d39,"7201030015000200 - NONBKU - 2",7201
e75f5295-83ec-4ff8-8f24-2f758137b011,"7201030015000200 - NONBKU - 1",7201
b6b6123c-4056-4bea-8238-b9fbbac522ad,"7201030015000300 - NONBKU - 1",7201
a78c50d1-6384-4f8d-ae40-46faef676ecc,"7201061010000200 - NONBKU - 2",7201
deceb383-5425-47e3-9aeb-72266e8f0d4f,"7201061010000100 - NONBKU - 6",7201
528dd79c-3dad-4a41-b1c0-ac9bd07475f4,"7201061010000100 - NONBKU - 7",7201
6d45a64b-0ddb-4a05-b6e4-fafd85859865,"7201061010000100 - NONBKU - 2",7201
efab9fa7-4fa9-449f-a954-e389915e05da,"7201061010000200 - NONBKU - 5",7201
b337ce9b-f007-4db1-a555-3d832fe67c89,"7201061010000400 - NONBKU - 2",7201
0825dba6-84f3-4d42-8940-cf3efb117b95,"7201061010000300 - NONBKU - 2",7201
148958f8-7925-4ca9-af68-53a3805c0db2,"7201061010000200 - NONBKU - 4",7201
2e1e7e56-6825-491e-ac2c-2e50ce6e1699,"7201061010000200 - NONBKU - 1",7201
cfb6caca-5cec-40c6-9f8f-a7bf81025fb4,"7201061010000200 - NONBKU - 3",7201
aa0b1b26-8efd-47b9-a2b9-3e8b832f8bcc,"7201061010000400 - NONBKU - 1",7201
e4c5edf4-c829-439c-bad6-e730b8e5cf6c,"7201061010000200 - NONBKU - 6",7201
84528408-6611-488a-b743-925d093d8da9,"7201061010000100 - NONBKU - 1",7201
eda3c03b-d3ed-4ae9-8bc2-05251eb1f596,"7201061010000100 - NONBKU - 4",7201
1aa1feb0-6637-476e-89a1-2b771f239596,"7201061010000100 - NONBKU - 3",7201
e30e895e-8f6e-4079-a150-4cb66d6c3061,"7201061010000100 - NONBKU - 5",7201
1b8a684b-b09a-4a7a-a94a-76b246e3ea05,"7201061010000300 - NONBKU - 1",7201
bf4d9888-e2f7-4908-8875-a580c4e07c78,"7201030009000400 - NONBKU - 2",7201
7d4ecc48-1b7e-4ff9-b69c-7c01866a2f12,"7201030009000400 - NONBKU - 3",7201
46d558c3-0b25-41ce-becb-2cf701aaa329,"7201030009000400 - NONBKU - 1",7201
86759fd5-3179-4527-bc2c-7d44e17e65e3,"7201030009000200 - NONBKU - 4",7201
28e58990-259b-40ff-aa5e-21ebba731d4a,"7201030009000200 - NONBKU - 1",7201
907da1a1-9498-4a1d-8929-ba91043ba994,"7201030009000200 - NONBKU - 3",7201
11193075-f843-4ae5-a785-fe883bcf8ce0,"7201030009000200 - NONBKU - 2",7201
13d756d7-4c7d-439f-81c2-ea17e42b4f71,"7201030009000300 - NONBKU - 1",7201
c9f967ed-098f-4a0f-8e06-4124112a5f3f,"7201070013000300 - NONBKU - 7",7201
2520c483-a991-4108-bfa7-e2add6710b79,"7201070013000300 - NONBKU - 1",7201
43d5a670-e599-43d2-ba4b-e9d149f157c1,"7201070013000300 - NONBKU - 8",7201
3b2607ed-3acb-431f-bf9a-dd260975dfd4,"7201070013000300 - NONBKU - 4",7201
f6c3ab3f-38f5-4e23-ab56-8ed0534a6de1,"7201070013000300 - NONBKU - 6",7201
bbd4946d-7bbb-44ef-b115-138a079cb014,"7201070013000300 - NONBKU - 5",7201
8507080a-190e-4e73-968f-489b8154da04,"7201070013000300 - NONBKU - 3",7201
