uuid,kode_identitas,kabkot
38826d18-ab24-4ecc-a93c-4660a16c8072,"7201060015000200 - UMK - 9",7201
6793c9fb-85f6-4b59-b567-62924e29d560,"7201060015000200 - UMK - 6",7201
ebb187ed-69cc-450e-bfbc-268cbc68fbff,"7201060015000200 - UMK - 8",7201
6a35d038-0eef-4260-9839-9df129319454,"7201060015000200 - UMK - 10",7201
0190c3f0-c2b1-4e6f-b708-f585e54eaa23,"7201060015000200 - UMK - 4",7201
aaeb2253-e087-4949-b4e8-bc402c2c0408,"7201060015000200 - UMK - 5",7201
85ae798d-061b-42a2-82c5-49d5b3dfc5dd,"7201060015000400 - UMK - 2",7201
db9528af-cf03-4d1a-a4be-e36250347bd8,"7201060015000200 - UMK - 2",7201
c5a84b63-f4c3-4e1d-bd09-8c76f584c1a3,"7201060015000200 - UMK - 11",7201
cc0beb94-5471-4d7a-9752-91a21b2e3da4,"7201060015000200 - UMK - 3",7201
c56d4ec8-c7d8-4a92-b5d0-981c425d8919,"7201060015000100 - UMK - 1",7201
257241cb-3714-4f73-878a-cc29ab2070d6,"7201060015000200 - UMK - 14",7201
1f90b986-912e-4a2b-a50f-f4402c7059c7,"7201060015000200 - UMK - 13",7201
6ed9d40e-b4b1-4252-89d7-ef9bdde69c19,"7201060015000200 - UMK - 12",7201
ae0e6246-12e6-4690-81a8-56b471ab0e5d,"7201060015000200 - UMK - 1",7201
8a0bc636-39e2-4cd0-9d45-6e1f4913a78b,"7201060015000400 - UMK - 1",7201
7a038da4-6bd2-48c4-aa00-db80cdebec16,"7201062004000200 - UMK - 1",7201
469b5412-f5b0-4755-bfe1-dd1f80a9330a,"7201062004000400 - UMK - 3",7201
5a0a3d84-4fe7-48c8-af4e-fb1f530e5c46,"7201062004000400 - UMK - 2",7201
3d0e00f2-0e98-46df-a06e-6793615cd161,"7201062004000400 - UMK - 1",7201
a2b9f048-08bd-4c0f-bfac-08a4953f45e6,"7201062004000100 - UMK - 1",7201
3ef31cd7-376a-476f-8ba8-7a8a834f015e,"7201062004000600 - UMK - 1",7201
84a119aa-8119-4ccc-a7e3-2efda575b520,"7201061008000300 - UMK - 1",7201
c0b60c54-4a61-4233-bbd7-ce17951d28d4,"7201061008000400 - UMK - 2",7201
a071fec5-3cc3-4501-8a9d-dee19cd57ec3,"7201061008000400 - UMK - 1",7201
21235626-6bd9-4d0f-8e41-7d94080a7f29,"7201061008000200 - UMK - 3",7201
861d3f9f-e34d-49f8-a05f-e53f4b6ea0e3,"7201061008000200 - UMK - 2",7201
a53b6dfb-7f3a-4dbe-940a-d49c39ccaa54,"7201061008000200 - UMK - 1",7201
39b4fc21-91ae-4976-bcc9-f7e6dd5819e6,"7201061008000100 - UMK - 2",7201
0295891f-32fa-4c0a-bdee-202cbdfa97b3,"7201061008000100 - UMK - 1",7201
2d17856e-b145-4f2c-8ecc-c0ce492b294e,"7201061008000100 - UMK - 3",7201
72ea5164-64d4-4713-87a3-074a994a0288,"7201061008000300 - UMK - 3",7201
dc126dc5-8e86-4513-afa6-b5f7c7d6414b,"7201061008000300 - UMK - 5",7201
b9d69865-b71a-4b15-bb6c-afc9786357ad,"7201061008000300 - UMK - 4",7201
b803d2bf-1e7a-422f-b3fc-e771bc17a33d,"7201061008000300 - UMK - 6",7201
ac725811-a2eb-4599-a146-6f1c493bc7c8,"7201061008000300 - UMK - 2",7201
ba08fe23-7288-4144-8cb1-ac62fc48b9f8,"7201030015000100 - UMK - 4",7201
f5886ccb-4149-4314-923e-f6aeba6bbbc5,"7201030015000100 - UMK - 7",7201
711e4e93-d9b5-4e58-b1ae-fd55702fad9c,"7201030015000100 - UMK - 6",7201
c10f4ae4-a5b2-4a80-8c40-5d78b3d5572c,"7201030015000100 - UMK - 5",7201
